,countRef,openDate,sector,employer,employerType,jobTitle,type,countries
246,247,20211117,measurement standards laboratory of India,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Higher Research Scientist - Quantum & 2D material measurement & characterisation,A,GB
247,248,20210311,chemical company,BASF,O,Working student Software Programming (m/f/d),A,DE
248,249,20211126,university,Technical University of Braunschweig,U,W2 Professorship for Cryogenic Electronic Quantum Devices,F,DE
249,250,20220415,independent quantum computing company,Cambridge Quantum Computing,O,"Research Assistant, Natural Language Processing (NLP) / Machine Learning (M",A,GB
250,251,20210603,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Study of spin and charge excitations in artificially created nanostructures using an ultra-low temperature SPM in high magnetic fields,A,DE
251,252,20211001,a research institute of the Max Planck Society,Max Planck Institute for Chemical Physics of Solids,O,PhD positions in quantum materials research,A,DE
252,253,20210911,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Product Manager - Quantum Error Correction,A,GB
253,254,20220626,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,Simulation Developer | C++ (m/w/d),A,DE
254,255,20220725,university,Universitat Konstanz,U,Postdoctoral Researcher (2022/191),P,DE
255,256,20210408,Developer of quantum computing software designed to transform experimental technology into commercial products,Riverlane,O,Senior Software Engineer - Tech Lead,A,GB
256,257,20220218,a technology company,IBM,O,"AI Engineer (Front End), Advanced Prototyping Team",A,GB
257,258,20210629,major Japanese manufacturer of computers and electronic devices for consumers and industry,Toshiba,O,Research Scientist - Quantum Optical Systems,A,GB
258,259,20220922,provides businesses with an easy on-ramp to quantum and hybrid computing,Quantagonia,O,Cloud Engineer (m/w/d),A,DE
259,260,20211008,,Defence Science and Technology Laboratory,O,STEM Summer/Industrial Placement,I,GB
260,261,20220507,cybersecurity company,PQShield,O,Sales Engineer (Europe),A,GB
261,262,20210504,chemical company,BASF,O,Working student Software Programming (m/f/d),A,DE
262,263,20220305,,Max Planck Institute for the Science of Light,O,PhD student position (f/m/d) | Biophysics,A,DE
263,264,20220521,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,Talent Acquisition Manager / Senior Recruiter,A,GB
264,265,20211215,"one of the top providers of reinsurance, primary insurance, and insurance-related risk solutions in the world",Munich RE,O,Quantum Computing & AI Specialist,A,DE
265,266,20220630,Developer of IoT security technology,ANGOKA,O,Technical Project Manager,A,GB
266,267,20210527,develops and manufactures high-end laser systems for scientific and industrial applications,TOPTICA Photonics,O,Sales Manager Europe (m/w/d) – Quantum Technologies,A,DE
267,268,20211013,symmetric encryption reborn for the cloud,ArQit Limited,O,Digital Marketing Manager,A,GB
268,269,20210326,university,University of Bristol,U,Research Engineer in Software Engineering for Quantum Cryptography in Networks,A,GB
269,270,20210714,,IC Resources,O,Verification Engineer - ASIC,A,GB
270,271,20211214,university,Berlin Institute of Technology (Technische Universitat Berlin),U,Knowledge Employee (PostDoc) (d / m / f),P,DE
271,272,20211209,university,University of Bristol,U,Lecturer/Senior Lecturer/Associate Professor in Theoretical Condensed Matter Physics,F,GB
272,273,20220625,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Machine learning in astro- or particle physics,A,DE
273,274,20220902,American financial services company,Moody's,O,Director - DevOps Quantum Computing,A,DE
274,275,20220827,university,Westfalische Wilhelms-Universitat Munster,U,Research Associate in the Department for Quantum Technology / Doctoral Research Associate in the Department for Quantum Technology,A,DE
275,276,20211215,,Physikalisch-Technische Bundesanstalt (PTB),O,Postdoc (m / f / d) specializing in theoretical particle physics,P,DE
276,277,20211020,regroupement d'instituts de recherche allemands œuvrant dans différents domaines scientifiques,Leibniz-Gemeinschaft,O,Doktorand/in (m/w/d),A,DE
277,278,20210903,a quantum computing hardware and software company,Oxford Quantum Circuits,O,"Software Engineer, Quantum Control Systems",A,GB
278,279,20211005,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Talent Acquisition Specialist,A,GB
279,280,20220817,a leading IT service provider for network performance and data security in the DACH region,dacoso data communication solutions GmbH,O,Solution Consultant - Quantum Safe Communications (m/w/d),A,DE
280,281,20220426,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Software Engineer - Compilation,A,GB
281,282,20211020,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Software Engineer,A,GB
282,283,20220212,university,Universitat Hamburg,U,Endowed Professorship (W3) in the Field of Quantum Inspired and Quantum Optimization,F,DE
283,284,20220515,independent quantum computing company,Cambridge Quantum Computing,O,"Research Scientist, Quantum Implementations",A,GB
284,285,20220927,university,Universitat Hamburg,U,Research Associate for the Project Cluster of Excellence Quantum Universe Measurement of the Higgs self-coupling,A,DE
285,286,20210618,university,University of Cambridge,U,Research Assistant/ Associate (Quantum Gases & Collective Phenomena) (Fixed Term),A,GB
286,287,20211231,symmetric encryption reborn for the cloud,ArQit Limited,O,Systems Engineer - Ground Systems,A,GB
287,288,20210930,an international pioneer in the aerospace industry,Airbus,O,Optical Instruments Performance Engineer (d/m/f),A,DE
288,289,20211217,,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Processor Integration into Cryogenic CMOS Circuits for Quantum Computing Applications,A,DE
289,290,20210901,diamond company,De Beers Group of Companies,O,Research Scientist,A,GB
290,291,20210323,a quantum computing hardware and software company,Oxford Quantum Circuits,O,CAD / Solidworks Engineer,A,GB
291,292,20220730,"an integrated business from the hardware development of quantum computers, software development and provision of services",Quantinuum,O,Senior Software Engineer C++,A,GB
292,293,20220830,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Bachelor/Master Student,I,DE
293,294,20220511,independent quantum computing company,Cambridge Quantum Computing,O,Optical Systems Engineer/Physicist,A,GB
294,295,20210212,quantum computing hardware company,IQM,O,"Senior Quantum Hardware Engineer - Munich, Germany (m/f/d)",A,DE
295,296,20210720,telecommunications company,Nu Quantum,O,Office Manager,A,GB
296,297,20221207,"electronic capital goods for industry, infrastructure operators and government customers",Rohde & Schwarz GmbH & Co. KG,O,Master's thesis (m/f/d): Key exchange procedures based on key encapsulation mechanisms,I,DE
297,298,20211209,university,Carl von Ossietzky Universitt Oldenburg,U,"postdoctoral researcher-position (m/f/d), E13",P,DE
298,299,20221104,,Infineon Technologies,O,"Director Strategy and M&A, Focus: Quantum Industry Consortium (f/m/div)*",A,DE
299,300,20211120,university,Technical University of Munich (TUM),U,Full-time research assistant on the topic of Simulation of Authentication and Data Storage with Quantum Tokens,A,DE
300,301,20220903,,Infineon Technologies,O,Digital Design Engineer Quantum Computing (f/m/div),A,DE
301,302,20210927,,Newton Colmore Consulting Ltd,O,Algorithm Developer Quantum Technology,A,GB
302,303,20220725,a high-tech startup,Q.ANT GmbH,O,Head of Quantum Computing (m/w/d),A,DE
303,304,20210422,university,Universitat Bielefeld,U,Research,A,DE
304,305,20211030,symmetric encryption reborn for the cloud,ArQit Limited,O,Web Developer,A,GB
305,306,20210801,university,University of Bristol,U,Centre for Doctoral Training Lectureship in Quantum Engineering (x2 posts),P,GB
306,307,20210527,"research, design, develop and manufacture lasers",Novanta,O,Verification Mechanical Design Engineer,A,GB
307,308,20210904,university,University of Cologne,U,Senior researcher (f/m/d),A,DE
308,309,20220429,university,University of Oxford,U,Programme Coordinator,A,GB
309,310,20211130,global professional services company,Accenture,O,Business Consultant Quantum Computing (all genders),A,DE
310,311,20220826,a research institute of the Bavarian Academy of Sciences and Humanities (BAdW),Walther Meissner Institute,O,Postdoctoral Researcher Quantum Researcher for Superconducting Quantum Computers (m/f/d),P,DE
311,312,20210418,a quantum computing hardware and software company,Oxford Quantum Circuits,O,Communications and Marketing Specialist,A,GB
312,313,20211127,"develop, test and implement methods, components and devices right up to entire machines and production lines",Fraunhofer Institute for Manufacturing Engineering and Automation,O,Research assistant (m / f / d) in the field of quantum computing and quantum machine learning,A,DE
313,314,20211023,"a leading regional information, communications and technology (ICT) service provider",Claremont Consulting,O,Integration Engineer -,A,GB
314,315,20220920,,BearingPoint,O,Working student/intern Quantum Computing Institute for Data & Analytics (m/f/d),I,DE
315,316,20201010,a UK company developing a completely new approach towards quantum computing,ORCA Computing,O,Quantum Theory Researcher,A,GB
316,317,20220119,university,University of Cologne,U,PhD position (f/m/d) - Current noise in topological insulators,A,DE
317,318,20211120,,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Safety and Security by Design,A,DE
318,319,20220220,a cutting edge technology company,Quantum Detectors,O,Design Engineer,A,GB
319,320,20210508,,Bosch Group,O,Engineer Electronics for Quantum Sensors,A,DE
320,321,20220415,research and development organization,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Applications Quantum Computing,A,DE
321,322,20220505,,Quantum Optics Jena GmbH,O,Researcher / Engineer Quantum Optics & Photonics,A,DE
322,323,20220525,university,Heriot Watt University,U,Research Associate in Experimental Quantum Photonics,A,GB
323,324,20210311,,kiutra GmbH,O,Internship | Student Job | Thesis,I,DE
324,325,20220517,international state-of-the-art competence center for science & technology as well as service & transfer for innovations in and by crystalline materials,Leibniz Institute for Crystal Growth (IKZ),O,PhD student position (m/f/d) SiGe-based heterostructures for quantum technologies,A,DE
325,326,20210716,university,University of Edinburgh,U,Senior Researcher,A,GB
326,327,20210511,venture capital backed company,Qnami,O,"Product Director, Low Temperature Solution (m/w/d)",A,DE
327,328,20211120,,Julich Supercomputing Centre / Forschungszentrum Julich,O,Postdoc - Coherent Control of Correlations in Spin Systems using Scanning Probe Methods,P,DE
328,329,20220511,university,University of Copenhagen,U,Postdoc positions in Quantum Optics at the Niels Bohr Institute,P,DK
329,330,20210731,a global hospitality company,The One Group,O,Detector Scientist,A,GB
330,331,20210615,chemical company,BASF,O,Computational Chemist (m/f/d),A,DE
331,332,20220906,major Japanese manufacturer of computers and electronic devices for consumers and industry,Toshiba,O,Quantum Information Theorist,A,GB
332,333,20220404,a high-tech startup,Q.ANT GmbH,O,Laboratory Engineer Photonic Sensing (m/f/d),A,DE
333,334,20210503,major Japanese manufacturer of computers and electronic devices for consumers and industry,Toshiba,O,Senior Software Engineer,A,GB
334,335,20220823,,Infleqtion / ColdQuanta,O,Senior Embedded Systems Engineer,A,GB
335,336,20220828,university,Imperial College London,U,Research Associate: Quantum Science with Ultracold Molecules,A,GB
336,337,20210501,,Bosch Group,O,Research Engineer Multi-domain Simulation of Quantum Sensors,A,DE
337,338,20220121,university,University of Exeter,U,Postdoctoral Research Associate / Fellow,P,GB
338,339,20221110,,StoneOne AG,O,Marketing Management (m/f/d) for quantum computing products,A,DE
339,340,20220825,university,University of Siegen,U,Postdoctoral Researcher - Quantum Computing with Trapped Ions,P,DE
340,341,01/11/2022,Developer of quantum computing technologies,Oxford Ionics,O,Senior Quantum Architect (Remote or On-Site),A,GB
341,342,20220411,independent quantum computing company,Cambridge Quantum Computing,O,Senior Partner Manager,A,GB
342,343,20211015,university,University of Cologne,U,Senior researcher (f/m/d),A,DE
