,0,1,2,3,4,5,6
362,000182,20210524,ECM Selection,O,Lead Engineer - Software for Quantum Computing,A,GB
363,countRef,openDate,employer,employerType,jobTitle,type,countries
364,000183,20220108,IC Resources,O,FPGA Developer,A,GB
365,countRef,openDate,employer,employerType,jobTitle,type,countries
366,000184,20220125,University of Southampton,U,PhD Studentship - Modulators and low-loss switching for Quantum Technology,A,GB
367,countRef,openDate,employer,employerType,jobTitle,type,countries
368,000185,20220524,Technical University of Munich (TUM),U,Open Master theses in Quantum Sensing,A,DE
369,countRef,openDate,employer,employerType,jobTitle,type,countries
370,000186,20210414,University of Rostock,U,W 41/2021 Postdoctoral researcher (m/f/d),P,DE
371,countRef,openDate,employer,employerType,jobTitle,type,countries
372,000187,20220725,Quantagonia,O,Mathematical Optimization Developer | C++ (m/w/d),A,DE
373,countRef,openDate,employer,employerType,jobTitle,type,countries
374,000188,20220531,Quantagonia,O,Marketing Intern (m/w/d),I,DE
375,countRef,openDate,employer,employerType,jobTitle,type,countries
376,000189,20220905,Quantum Brilliance,O,Temporary job (mini job) – office administration,A,DE
377,countRef,openDate,employer,employerType,jobTitle,type,countries
378,000190,20210703,University of Cambridge,U,Research Assistant/Associate (Fixed Term),A,GB
379,countRef,openDate,employer,employerType,jobTitle,type,countries
380,000191,20210615,Oxford Quantum Circuits,O,Recruitment & HR Specialist,A,GB
381,countRef,openDate,employer,employerType,jobTitle,type,countries
382,000192,20220114,King's College London,U,Research Associate,A,GB
383,countRef,openDate,employer,employerType,jobTitle,type,countries
384,000193,20210420,Imperial College London,U,Research Associate in Quantum Information,A,GB
385,countRef,openDate,employer,employerType,jobTitle,type,countries
386,000194,20220809,Technical University of Munich (TUM),U,Associate or Full Professor (f/m/d) for Quantum Communication Systems Engineering,F,DE
387,countRef,openDate,employer,employerType,jobTitle,type,countries
388,000195,20210515,Heriot Watt University,U,Research Associate in Advanced Optical Communication and Imaging Lab (AOCIL),A,GB
389,countRef,openDate,employer,employerType,jobTitle,type,countries
390,000196,20210730,Volkswagen AG,O,"PhD student (m / f / d) on the subject of ""Quantum Computing"" in the area of Group Innovation",A,DE
391,countRef,openDate,employer,employerType,jobTitle,type,countries
392,000197,20210724,University of Bristol,U,Business Engagement Associate,A,GB
393,countRef,openDate,employer,employerType,jobTitle,type,countries
394,000198,20211015,Cambridge Quantum Computing,O,Front End Developer,A,GB
395,countRef,openDate,employer,employerType,jobTitle,type,countries
396,000199,20220713,University of Bath,U,Research Associate in Quantum Limits for Subellitpic Operators (fixed-term post),P,GB
397,countRef,openDate,employer,employerType,jobTitle,type,countries
398,000200,20210317,Universitat Hamburg,U,Research Associate for the project - Cluster of Excellence Quantum Universe - Laser interferometry at ultra-low temperatures,A,DE
399,countRef,openDate,employer,employerType,jobTitle,type,countries
400,000201,20201128,Oxford Quantum Circuits,O,Software Engineer,A,GB
401,countRef,openDate,employer,employerType,jobTitle,type,countries
402,000202,20220120,Julich Supercomputing Centre / Forschungszentrum Julich,O,Master Thesis on Solving Factorization Problems Using Quantum Annealing,A,DE
403,countRef,openDate,employer,employerType,jobTitle,type,countries
404,000203,20210714,University of Oxford,U,Postdoctoral Research Assistant in Superconducting Quantum Circuits,P,GB
405,countRef,openDate,employer,employerType,jobTitle,type,countries
406,000204,20220410,University of Glasgow,U,QuantIC Project Officer,A,GB
407,countRef,openDate,employer,employerType,jobTitle,type,countries
408,000205,20220617,Imperial College London,U,Research Associate in Optimal control of trapped ions,A,GB
409,countRef,openDate,employer,employerType,jobTitle,type,countries
410,000206,20210529,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Algorithmen zur Radarsignalverarbeitung auf analogen und digitalen Quantencomputern,A,DE
411,countRef,openDate,employer,employerType,jobTitle,type,countries
412,000207,20210804,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Quantum Photonics Scientists and Engineers,A,GB
413,countRef,openDate,employer,employerType,jobTitle,type,countries
414,000208,20220810,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Researcher Compiler Construction: Quantum Computing,A,DE
415,countRef,openDate,employer,employerType,jobTitle,type,countries
416,000209,20211111,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Innovative approaches to quantum machine learning,A,DE
417,countRef,openDate,employer,employerType,jobTitle,type,countries
418,000210,20220607,Universitt zu Koln,U,PhD position in Sub-THz spectroscopy of quantum materials (f/m/d),A,DE
419,countRef,openDate,employer,employerType,jobTitle,type,countries
420,000211,20211224,Technical University of Munich (TUM),U,5 PhD Positions in Integrated Semiconductor Quantum Nanomaterials,A,DE
421,countRef,openDate,employer,employerType,jobTitle,type,countries
422,000212,20210416,National Physical Laboratory (NPL),O,PhD Vacancy - Optical lattice clocks for fundamental physics and redefinition of the second,P,GB
423,countRef,openDate,employer,employerType,jobTitle,type,countries
424,000213,20220901,JP Morgan Chase,O,2023 Research Technologies Associate Program - Off-Cycle Internship (London),I,GB
425,countRef,openDate,employer,employerType,jobTitle,type,countries
426,000214,20210727,Cambridge Quantum Computing,O,"Research Scientist, Natural Language Processing (NLP) / Machine Learning (M",A,GB
427,countRef,openDate,employer,employerType,jobTitle,type,countries
428,000215,20220303,Atos,O,IT Consultant - Quantum Computing (m/w/d),A,DE
429,countRef,openDate,employer,employerType,jobTitle,type,countries
430,000216,20220705,Quantistry GmbH,O,(Senior) Backend Software Engineer (m/f/d),A,DE
431,countRef,openDate,employer,employerType,jobTitle,type,countries
432,000217,20220824,University of Siegen,U,Research Associate - Theoretical Quantum Optics,A,DE
433,countRef,openDate,employer,employerType,jobTitle,type,countries
434,000218,20220105,Imperial College London,U,Research Associate in Quantum Technology,A,GB
435,countRef,openDate,employer,employerType,jobTitle,type,countries
436,000219,20210318,Berlin Institute of Technology (Technische Universitat Berlin),U,Research Assistant,A,DE
437,countRef,openDate,employer,employerType,jobTitle,type,countries
438,000220,20221026,RWTH Aachen,O,Student Assistant (f/m/non-binary),I,DE
439,countRef,openDate,employer,employerType,jobTitle,type,countries
440,000221,20210626,BWI GmbH,O,Experte Quantum Key Distribution (m/w/d),A,DE
441,countRef,openDate,employer,employerType,jobTitle,type,countries
442,000222,20211109,Durham University,U,Postdoctoral Research Assistant in Quantum Light and Matter,P,GB
443,countRef,openDate,employer,employerType,jobTitle,type,countries
444,000223,20220114,King's College London,U,Lecturers & Reader / Senior Lecturer in Physics,F,GB
445,countRef,openDate,employer,employerType,jobTitle,type,countries
446,000224,20211219,University of Cambridge,U,MRes+PhD PhD studentships (Fixed Term),A,GB
447,countRef,openDate,employer,employerType,jobTitle,type,countries
448,000225,20211001,Deloitte,O,(Senior) Consultant (m/w/d) The Garage - Quantum.Link - Schwerpunkt Kryptographie,A,DE
449,countRef,openDate,employer,employerType,jobTitle,type,countries
450,000226,20211005,University of Oxford,U,"Technology Associate, QCS Hub",A,GB
451,countRef,openDate,employer,employerType,jobTitle,type,countries
452,000227,20210904,IBM,O,Internship/Praktikum: Software und System Performance Analyst (m/w/x),I,DE
453,countRef,openDate,employer,employerType,jobTitle,type,countries
454,000228,20210921,ArQit Limited,O,OGR Systems Engineer,A,GB
455,countRef,openDate,employer,employerType,jobTitle,type,countries
456,000229,20220208,InstaDeep,O,Research Intern (Quantum ML),I,GB
457,countRef,openDate,employer,employerType,jobTitle,type,countries
458,000230,20220201,University of Southampton,U,Research Fellow in Solid-State Quantum Memories,A,GB
459,countRef,openDate,employer,employerType,jobTitle,type,countries
460,000231,20220803,Airbus,O,PhD Thesis: Quantum Information Networks (d/f/m),A,DE
461,countRef,openDate,employer,employerType,jobTitle,type,countries
462,000232,20210505,Universitt Freiburg,U,Lecturer (Akad. Rat*Rtin auf Zeit; w/m/d).,F,DE
463,countRef,openDate,employer,employerType,jobTitle,type,countries
464,000233,20220827,Walther Meissner Institute,O,Team Lead – Quantum Computing Demonstrator (m/f/d),A,DE
465,countRef,openDate,employer,employerType,jobTitle,type,countries
466,000234,20220324,Fraunhofer-Gesellschaft (Fraunhofer Society),O,Doctoral Student in Quanutm Image Processing,A,DE
467,countRef,openDate,employer,employerType,jobTitle,type,countries
468,000235,20210212,IQM,O,"Senior Quantum Software Engineer - Munich, Germany (m/f/d)",A,DE
469,countRef,openDate,employer,employerType,jobTitle,type,countries
470,000236,20210416,DLR-(German Aerospace Center)Deutsches Zentrum fr Luft- und Raumfahrt,O,Group management - execution environments for AI-based applications,A,DE
471,countRef,openDate,employer,employerType,jobTitle,type,countries
472,000237,20201216,Cambridge Quantum Computing,O,Quantum Business Development & Product Lead,A,GB
473,countRef,openDate,employer,employerType,jobTitle,type,countries
474,000238,20211021,Siemens AG,O,Senior Cyber Security Architect (f/m/d) Public Key Infrastructure,A,DE
475,countRef,openDate,employer,employerType,jobTitle,type,countries
476,000239,20210313,Oxford Quantum Circuits,O,FPGA Engineer,A,GB
477,countRef,openDate,employer,employerType,jobTitle,type,countries
478,000240,20220312,University of Southampton,U,Research Fellow in nonlinear micro-resonators and Terahertz Spectroscopy,A,GB
479,countRef,openDate,employer,employerType,jobTitle,type,countries
480,000241,20211103,Oxford Quantum Circuits,O,QCaaS Cloud Infrastructure and DevOps Engineer,A,GB
481,countRef,openDate,employer,employerType,jobTitle,type,countries
482,000242,20210917,Quantum Brilliance,O,Accountant,A,DE
483,countRef,openDate,employer,employerType,jobTitle,type,countries
484,000243,20210716,Bayer,O,Research Scientist Quantum Computing (m/w/d),A,DE
485,countRef,openDate,employer,employerType,jobTitle,type,countries
486,000244,20220716,Atos,O,Teamlead Quantum (m/w/d),A,DE
487,countRef,openDate,employer,employerType,jobTitle,type,countries
488,000245,20211217,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Nanoscale Charge Transport Measurements of Quantum Materials with a Multi-Tip STM,A,DE
489,countRef,openDate,employer,employerType,jobTitle,type,countries
490,000246,20220706,Quantum Detectors,O,Research & Development Engineer,A,GB
491,countRef,openDate,employer,employerType,jobTitle,type,countries
492,000247,20211117,Council Of Scientific And Industrial Research–National Physical Laboratory (CSIR–NPL),O,Higher Research Scientist - Quantum & 2D material measurement & characterisation,A,GB
493,countRef,openDate,employer,employerType,jobTitle,type,countries
494,000248,20210311,BASF,O,Working student Software Programming (m/f/d),A,DE
495,countRef,openDate,employer,employerType,jobTitle,type,countries
496,000249,20211126,Technical University of Braunschweig,U,W2 Professorship for Cryogenic Electronic Quantum Devices,F,DE
497,countRef,openDate,employer,employerType,jobTitle,type,countries
498,000250,20220415,Cambridge Quantum Computing,O,"Research Assistant, Natural Language Processing (NLP) / Machine Learning (M",A,GB
499,countRef,openDate,employer,employerType,jobTitle,type,countries
500,000251,20210603,Julich Supercomputing Centre / Forschungszentrum Julich,O,PhD Position - Study of spin and charge excitations in artificially created nanostructures using an ultra-low temperature SPM in high magnetic fields,A,DE
501,countRef,openDate,employer,employerType,jobTitle,type,countries
502,000252,20211001,Max Planck Institute for Chemical Physics of Solids,O,PhD positions in quantum materials research,A,DE
503,countRef,openDate,employer,employerType,jobTitle,type,countries
504,000253,20210911,Riverlane,O,Product Manager - Quantum Error Correction,A,GB
505,countRef,openDate,employer,employerType,jobTitle,type,countries
506,000254,20220626,Quantagonia,O,Simulation Developer | C++ (m/w/d),A,DE
507,countRef,openDate,employer,employerType,jobTitle,type,countries
508,000255,20220725,Universitat Konstanz,U,Postdoctoral Researcher (2022/191),P,DE
509,countRef,openDate,employer,employerType,jobTitle,type,countries
510,000256,20210408,Riverlane,O,Senior Software Engineer - Tech Lead,A,GB
511,countRef,openDate,employer,employerType,jobTitle,type,countries
512,000257,20220218,IBM,O,"AI Engineer (Front End), Advanced Prototyping Team",A,GB
513,countRef,openDate,employer,employerType,jobTitle,type,countries
514,000258,20210629,Toshiba,O,Research Scientist - Quantum Optical Systems,A,GB
515,countRef,openDate,employer,employerType,jobTitle,type,countries
516,000259,20220922,Quantagonia,O,Cloud Engineer (m/w/d),A,DE
517,countRef,openDate,employer,employerType,jobTitle,type,countries
518,000260,20211008,Defence Science and Technology Laboratory,O,STEM Summer/Industrial Placement,I,GB
519,countRef,openDate,employer,employerType,jobTitle,type,countries
520,000261,20220507,PQShield,O,Sales Engineer (Europe),A,GB
521,countRef,openDate,employer,employerType,jobTitle,type,countries
522,000262,20210504,BASF,O,Working student Software Programming (m/f/d),A,DE
523,countRef,openDate,employer,employerType,jobTitle,type,countries
524,000263,20220305,Max Planck Institute for the Science of Light,O,PhD student position (f/m/d) | Biophysics,A,DE
525,countRef,openDate,employer,employerType,jobTitle,type,countries
