,countRef,openDate,sector,europages,company_class_1,employer,employerType,jobTitle,type,countries
1396,1397,20220106,a quantum computing hardware and software company,,company,oxford quantum circuits,O,rf electronics engineer,A,GB
1397,1398,20220212,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,executive recruiter,A,DE
1398,1399,20220429,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,phd position computational quantum many-body physics,A,DE
1399,1400,20220810,research and development organization,,,fraunhofer-gesellschaft (fraunhofer society),O,student assistant - quantum machine learning / quantum circuit compilation,I,DE
1400,1401,20211116,red brick Russell Group research university,,university,university of bristol,U,research associate / senior research associate in quantum communications systems,A,GB
1401,1402,20221208,,Service Provider,,ic resources,O,senior software engineer,A,DE
1402,1403,20220430,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,diamond process lead scientist,A,DE
1403,1404,20220523,a leading-edge photonics company,,company,uniklasers,O,senior optical engineer,A,GB
1404,1405,20200926,integrated systems company,,company,rigetti,O,quantum engineer,A,GB
1405,1406,20210731,,,university,rheinische friedrich-wilhelms-universitt bonn,U,w2 professorship for quantum computing and in personal union head of a working group at the fraunhofer institute for algorithms and scientific computing scai,F,DE
1406,1407,20220424,a quantum computing hardware and software company,,company,oxford quantum circuits,O,partnerships specialist,A,GB
1407,1408,20210511,symmetric encryption reborn for the cloud,category other,,arqit limited,O,devops engineer,A,GB
1408,1409,20211011,,,,kets quantum security ltd,O,principal production engineer,A,GB
1409,1410,20220810,"an independent, non-profit research organization",,,max planck institute for nuclear physics,O,"phd, postdoc, and group-leader positions (m/f/d) | quantum dynamics and control",P,DE
1410,1411,20221102,,,university,georg-august-universitat gottingen,U,phd position (all genders welcome),A,DE
1411,1412,20220322,laboratoire de recherche allemand,,,helmholtz-zentrum berlin fr materialien und energie gmbh,O,phd student in physics for the research group quantum information with solid state spins,A,DE
1412,1413,20210316,,Manufacturer/ Producer,,physikalisch-technische bundesanstalt (ptb),O,doktorand / doktorandin (m/w/d) mit dem fokus auf quantensensorik,A,DE
1413,1414,20220614,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,digital design engineer,A,GB
1414,1415,20211030,,,,fraunhofer-institut fr integrierte schaltungen,O,technical project manager,A,DE
1415,1416,20210902,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,head of quantum materials,A,DE
1416,1417,20211011,,,,kets quantum security ltd,O,head of tech & engineering,A,GB
1417,1418,20220118,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,quantum computing internship scheme for phd students,I,GB
1418,1419,20210722,,,university,university of glasgow,U,reasearch associate,A,GB
1419,1420,20220322,the world's leading applied research organization,,,fraunhofer-gesellschaft (fraunhofer society),O,student assistant in the field of optical systems,A,DE
1420,1421,,the company developing III-V semiconductor-based quantum photonics,,company,aegiq,O,quantum technology internships 2022,I,GB
1421,1422,20210918,,,,max-planck-institut fr festkrperforschung,O,phd positions (phd students / research assistants) at the max planck graduate center for quantum materials (f / m / d),A,DE
1422,1423,20210417,a quantum computing hardware and software company,,company,oxford quantum circuits,O,junior project engineer,A,GB
1423,1424,20210306,Developer of quantum computing technologies,,,oxford ionics,O,grant writer,A,GB
1424,1425,20220331,Developer of quantum computing software designed to transform experimental technology into commercial products,,,riverlane,O,graduate recruitment scheme,A,GB
1425,1426,20220218,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,master thesis - investigation of magnetic topological insulator superconductor devices,A,DE
1426,1427,20220509,,,university,university of birmingham,U,research fellow - ultracold atoms and quantum gases - physics and astronomy - 99564,A,GB
1427,1428,20211029,,,university,technical university of munich (tum),U,phd position in microwave quantum sensing,A,DE
1428,1429,20220406,a venture-backed Australian-German quantum computing hardware company,,company,quantum brilliance,O,it operations manager,A,DE
1429,1430,20220816,an exempt charity and a common law corporation,,university,university of cambridge,U,research coordinator & pa to head of photonics and quantum technologies theme,A,GB
1430,1431,20220518,quantum technologies,,,quantrolox ltd,O,applied researcher,A,GB
1431,1432,20220630,independent quantum computing company,,company,cambridge quantum computing,O,senior compiler engineer (quantum software),A,GB
1432,1433,20221027,"a computing firm specialising in scalable quantum computers for a number of different industries, including aviation, climate tech, and drug discovery",Service Provider,company,universal quantum,O,senior software engineer,A,DE
1433,1434,20210830,a forefront research organizations in the fields of quantum physics and photonics,,,max planck institute of quantum optics (mpq),O,public outreach manager (m/w/d),A,DE
1434,1435,20210324,,,university,university of york,U,technical specialist,A,GB
1435,1436,20220319,a quantum computing hardware and software company,,company,oxford quantum circuits,O,recruitment assistant,A,GB
1436,1437,20221130,,,,"leibniz supercomputing centre (leibniz-rechenzentrum, lrz)",O,hpc systems software engineer (f/m/d) for hpc-quantum hybrid software stack,A,DE
1437,1438,20211216,,Service Provider,,adva optical networking,O,engineer advanced technology (m/f/d),A,DE
1438,1439,20210615,,,,kets quantum security ltd,O,electronics engineer,A,GB
1439,1440,20220221,independent quantum computing company,,company,cambridge quantum computing,O,machine learning engineer,A,GB
1440,1441,20220110,multi-sector recruitment company,,company,1-1 recruitment,O,photonics engineer,A,GB
1441,1442,20220209,a cutting edge technology company,,company,quantum detectors,O,technical sales engineer,A,GB
1442,1443,20220608,,,university,aarhus university (au),U,research assistant in ultrashort pulse generation and low temperature measurements,A,DK
1443,1444,20220523,"an application-oriented research institute in the fields of high-frequency electronics, photonics and quantum physics",,,"ferdinand braun institute, leibniz institute for high frequency technology (fbh)",O,mechanical engineer / (m/f/d),A,DE
1444,1445,20201115,,,,ml4q,O,ml4q undergraduate research internship program,I,DE
1445,1446,20220414,automotive company,,company,continental,O,sales & business development manager quantum inventions (m/f/diverse),A,DE
1446,1447,20220424,cybersecurity company,,company,pqshield,O,hardware verification engineer,A,GB
1447,1448,20220402,symmetric encryption reborn for the cloud,category other,,arqit limited,O,senior qa engineer / automation engineer,A,GB
1448,1449,20220106,a quantum computing hardware and software company,,company,oxford quantum circuits,O,financial controller,A,GB
1449,1450,20210603,,Manufacturer/ Producer,,physikalisch-technische bundesanstalt (ptb),O,doktorand / doktorandin (m/w/d) auf dem gebiet der quantentechnologien,A,DE
1450,1451,20220305,"coordinates research on some of the most significant challenges facing society, such as future energy needs, monitoring and understanding climate change, and global security",,,science and technology facilities council (stfc),O,"safety, health and environment (she) advisor",A,GB
1451,1452,20220126,an international pioneer in the aerospace industry,category other,,airbus,O,laser optical communications solutions + quantum key distribution (qkd) (d/m/w),A,DE
1452,1453,20220308,a leading global financial services firm,Service Provider,company,jp morgan chase,O,flare r&d research lead (vice president) in emea,A,GB
1453,1454,20210311,,Service Provider,,julich supercomputing centre / forschungszentrum julich,O,phd position - optimal control for experimental quantum technologies,A,DE
