,code,context,work_context
261,49-3023.00,32,"Outdoors, Under Cover — How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?"
262,49-3023.00,28,"Exposed to Whole Body Vibration — How often does this job require exposure to whole body vibration (e.g., operate a jackhammer)?"
263,49-3023.00,25,Pace Determined by Speed of Equipment — How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)
264,49-3023.00,25,Spend Time Keeping or Regaining Balance — How much does this job require keeping or regaining your balance?
265,49-3023.00,20,Public Speaking — How often do you have to perform public speaking in this job?
266,49-3023.00,19,Degree of Automation — How automated is the job?
267,49-3023.00,18,"Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection — How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?"
268,49-3023.00,16,"In an Open Vehicle or Equipment — How often does this job require working in an open vehicle or equipment (e.g., tractor)?"
269,49-3023.00,15,Spend Time Sitting — How much does this job require sitting?
270,49-3023.00,8,Deal With Physically Aggressive People — How frequently does this job require the worker to deal with physical aggression of violent individuals?
271,49-3023.00,7,Exposed to Disease or Infections — How often does this job require exposure to disease/infections?
272,49-3023.00,6,"Spend Time Climbing Ladders, Scaffolds, or Poles — How much does this job require climbing ladders, scaffolds, or poles?"
273,49-3023.00,5,Exposed to High Places — How often does this job require exposure to high places?
274,49-3023.00,3,Exposed to Radiation — How often does this job require exposure to radiation?
275,43-3021.00,94,"Contact With Others — How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?"
276,43-3021.00,92,Telephone — How often do you have telephone conversations in this job?
277,43-3021.00,91,"Importance of Repeating Same Tasks — How important is repeating the same physical activities (e.g., key entry) or mental activities (e.g., checking entries in a ledger) over and over, without stopping, to performing this job?"
278,43-3021.00,90,Importance of Being Exact or Accurate — How important is being very exact or highly accurate in performing this job?
279,43-3021.00,85,Face-to-Face Discussions — How often do you have to have face-to-face discussions with individuals or teams in this job?
280,43-3021.00,84,Time Pressure — How often does this job require the worker to meet strict deadlines?
281,43-3021.00,80,Spend Time Sitting — How much does this job require sitting?
282,43-3021.00,79,Work With Work Group or Team — How important is it to work with others in a group or team in this job?
283,43-3021.00,78,Electronic Mail — How often do you use electronic mail in this job?
284,43-3021.00,78,"Structured versus Unstructured Work — To what extent is this job structured for the worker, rather than allowing the worker to determine tasks, priorities, and goals?"
285,43-3021.00,76,Letters and Memos — How often does the job require written letters and memos?
286,43-3021.00,72,"Indoors, Environmentally Controlled — How often does this job require working indoors in environmentally controlled conditions?"
287,43-3021.00,67,"Freedom to Make Decisions — How much decision making freedom, without supervision, does the job offer?"
288,43-3021.00,66,Spend Time Making Repetitive Motions — How much does this job require making repetitive motions?
289,43-3021.00,65,"Frequency of Decision Making — How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?"
290,43-3021.00,62,Impact of Decisions on Co-workers or Company Results — What results do your decisions usually have on other people or the image or reputation or financial resources of your employer?
291,43-3021.00,61,Deal With External Customers — How important is it to work with external customers or the public in this job?
292,43-3021.00,59,"Deal With Unpleasant or Angry People — How frequently does the worker have to deal with unpleasant, angry, or discourteous individuals as part of the job requirements?"
293,43-3021.00,59,Physical Proximity — To what extent does this job require the worker to perform job tasks in close physical proximity to other people?
294,43-3021.00,54,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls — How much does this job require using your hands to handle, control, or feel objects, tools or controls?"
295,43-3021.00,50,Coordinate or Lead Others — How important is it to coordinate or lead others in accomplishing work activities in this job?
296,43-3021.00,42,Frequency of Conflict Situations — How often are there conflict situations the employee has to face in this job?
297,43-3021.00,39,Responsibility for Outcomes and Results — How responsible is the worker for work outcomes and results of other workers?
298,43-3021.00,39,"Sounds, Noise Levels Are Distracting or Uncomfortable — How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?"
299,43-3021.00,35,Degree of Automation — How automated is the job?
300,43-3021.00,35,Level of Competition — To what extent does this job require the worker to compete or to be aware of competitive pressures?
301,43-3021.00,31,"Exposed to Contaminants — How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?"
302,43-3021.00,30,Spend Time Standing — How much does this job require standing?
