,code,imortance,work_style
293,45-2011.00,72,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
294,45-2011.00,72,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
295,45-2011.00,71,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
296,45-2011.00,70,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
297,45-2011.00,69,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
298,45-2011.00,69,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
299,45-2011.00,68,Initiative — Job requires a willingness to take on responsibilities and challenges.
300,45-2011.00,59,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
301,45-2011.00,56,Persistence — Job requires persistence in the face of obstacles.
302,45-2011.00,52,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
303,45-2011.00,51,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
304,25-1041.00,91,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
305,25-1041.00,90,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
306,25-1041.00,90,Integrity — Job requires being honest and ethical.
307,25-1041.00,90,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
308,25-1041.00,89,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
309,25-1041.00,88,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
310,25-1041.00,88,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
311,25-1041.00,86,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
312,25-1041.00,86,Initiative — Job requires a willingness to take on responsibilities and challenges.
313,25-1041.00,86,Innovation — Job requires creativity and alternative thinking to develop new ideas for and answers to work-related problems.
314,25-1041.00,85,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
315,25-1041.00,85,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
316,25-1041.00,85,"Social Orientation — Job requires preferring to work with others rather than alone, and being personally connected with others on the job."
317,25-1041.00,84,Stress Tolerance — Job requires accepting criticism and dealing calmly and effectively with high-stress situations.
318,25-1041.00,83,"Self-Control — Job requires maintaining composure, keeping emotions in check, controlling anger, and avoiding aggressive behavior, even in very difficult situations."
319,25-1041.00,79,Persistence — Job requires persistence in the face of obstacles.
320,19-4012.00,97,Attention to Detail — Job requires being careful about detail and thorough in completing work tasks.
321,19-4012.00,97,Integrity — Job requires being honest and ethical.
322,19-4012.00,89,"Dependability — Job requires being reliable, responsible, and dependable, and fulfilling obligations."
323,19-4012.00,84,Analytical Thinking — Job requires analyzing information and using logic to address work-related issues and problems.
324,19-4012.00,83,Achievement/Effort — Job requires establishing and maintaining personally challenging achievement goals and exerting effort toward mastering tasks.
325,19-4012.00,83,Concern for Others — Job requires being sensitive to others' needs and feelings and being understanding and helpful on the job.
326,19-4012.00,82,"Leadership — Job requires a willingness to lead, take charge, and offer opinions and direction."
327,19-4012.00,80,"Independence — Job requires developing one's own ways of doing things, guiding oneself with little or no supervision, and depending on oneself to get things done."
328,19-4012.00,79,Adaptability/Flexibility — Job requires being open to change (positive or negative) and to considerable variety in the workplace.
329,19-4012.00,79,"Cooperation — Job requires being pleasant with others on the job and displaying a good-natured, cooperative attitude."
330,19-4012.00,79,Initiative — Job requires a willingness to take on responsibilities and challenges.
