,code,importance,skill
323,25-3011.00,63,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
324,25-3011.00,63,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
325,25-3011.00,60,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
326,25-3011.00,60,Service Orientation — Actively looking for ways to help people.
327,25-3011.00,56,Time Management — Managing one's own time and the time of others.
328,25-3011.00,53,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
329,25-3011.00,50,Coordination — Adjusting actions in relation to others' actions.
330,25-3011.00,50,Negotiation — Bringing others together and trying to reconcile differences.
331,25-3011.00,47,Persuasion — Persuading others to change their minds or behavior.
332,25-3011.00,47,"Systems Analysis — Determining how a system should work and how changes in conditions, operations, and the environment will affect outcomes."
333,25-3011.00,44,"Systems Evaluation — Identifying measures or indicators of system performance and the actions needed to improve or correct performance, relative to the goals of the system."
334,25-3011.00,41,"Management of Personnel Resources — Motivating, developing, and directing people as they work, identifying the best people for the job."
335,25-3011.00,41,Mathematics — Using mathematics to solve problems.
336,25-3011.00,22,"Operations Monitoring — Watching gauges, dials, or other indicators to make sure a machine is working properly."
337,25-3011.00,22,Technology Design — Generating or adapting equipment and technology to serve user needs.
338,25-3011.00,19,Science — Using scientific rules and methods to solve problems.
339,25-3011.00,10,Operations Analysis — Analyzing needs and product requirements to create a design.
340,25-3011.00,10,Programming — Writing computer programs for various purposes.
341,25-3011.00,3,"Management of Financial Resources — Determining how money will be spent to get the work done, and accounting for these expenditures."
342,25-3011.00,3,"Management of Material Resources — Obtaining and seeing to the appropriate use of equipment, facilities, and materials needed to do certain work."
343,25-3011.00,3,"Quality Control Analysis — Conducting tests and inspections of products, services, or processes to evaluate quality or performance."
344,25-3011.00,0,Equipment Maintenance — Performing routine maintenance on equipment and determining when and what kind of maintenance is needed.
345,25-3011.00,0,Equipment Selection — Determining the kind of tools and equipment needed to do a job.
346,25-3011.00,0,"Installation — Installing equipment, machines, wiring, or programs to meet specifications."
347,25-3011.00,0,Operation and Control — Controlling operations of equipment or systems.
348,25-3011.00,0,Repairing — Repairing machines or systems using the needed tools.
349,25-3011.00,0,Troubleshooting — Determining causes of operating errors and deciding what to do about it.
350,29-1141.02,81,"Active Listening — Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times."
351,29-1141.02,81,Social Perceptiveness — Being aware of others' reactions and understanding why they react as they do.
352,29-1141.02,75,"Critical Thinking — Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems."
353,29-1141.02,75,Reading Comprehension — Understanding written sentences and paragraphs in work-related documents.
354,29-1141.02,75,Speaking — Talking to others to convey information effectively.
355,29-1141.02,72,Active Learning — Understanding the implications of new information for both current and future problem-solving and decision-making.
356,29-1141.02,72,Judgment and Decision Making — Considering the relative costs and benefits of potential actions to choose the most appropriate one.
357,29-1141.02,72,Service Orientation — Actively looking for ways to help people.
358,29-1141.02,72,Writing — Communicating effectively in writing as appropriate for the needs of the audience.
359,29-1141.02,69,Complex Problem Solving — Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.
