,code,importance,category,task
298,17-3021.00,76,Core,"Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tools, and test instruments."
299,17-3021.00,86,Supplemental,Finish vehicle instrumentation and deinstrumentation.
300,17-3021.00,75,Supplemental,"Construct and maintain test facilities for aircraft parts and systems, according to specifications."
301,17-3021.00,72,Supplemental,Design electrical and mechanical systems for avionic instrumentation applications.
302,17-3021.00,35,Supplemental,Exchange cooling system components in various vehicles.
303,17-2011.00,77,Core,"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements."
304,17-2011.00,75,Core,"Plan or conduct experimental, environmental, operational, or stress tests on models or prototypes of aircraft or aerospace systems or equipment."
305,17-2011.00,72,Core,Formulate conceptual design of aeronautical or aerospace products or systems to meet customer requirements or conform to environmental regulations.
306,17-2011.00,72,Core,Plan or coordinate investigation and resolution of customers' reports of technical problems with aircraft or aerospace vehicles.
307,17-2011.00,71,Core,"Write technical reports or other documentation, such as handbooks or bulletins, for use by engineering staff, management, or customers."
308,17-2011.00,70,Core,"Direct or coordinate activities of engineering or technical personnel involved in designing, fabricating, modifying, or testing of aircraft or aerospace products."
309,17-2011.00,70,Core,"Evaluate product data or design from inspections or reports for conformance to engineering principles, customer requirements, environmental regulations, or quality standards."
310,17-2011.00,61,Core,"Develop design criteria for aeronautical or aerospace products or systems, including testing methods, production costs, quality standards, environmental standards, or completion dates."
311,17-2011.00,60,Core,"Analyze project requests, proposals, or engineering data to determine feasibility, productibility, cost, or production time of aerospace or aeronautical products."
312,17-2011.00,57,Core,Maintain records of performance reports for future reference.
313,17-2011.00,70,Supplemental,Diagnose performance problems by reviewing reports or documentation from customers or field engineers or by inspecting malfunctioning or damaged products.
314,17-2011.00,62,Supplemental,Direct aerospace research and development programs.
315,17-2011.00,51,Supplemental,Research new materials to determine quality or conformance to environmental standards.
316,17-2011.00,44,Supplemental,Evaluate and approve selection of vendors by studying past performance or new advertisements.
317,17-2011.00,41,Supplemental,Review aerospace engineering designs to determine how to reduce negative environmental impacts.
318,17-2011.00,32,Supplemental,"Design new or modify existing aerospace systems to reduce polluting emissions, such as nitrogen oxide, carbon monoxide, or smoke emissions."
319,17-2011.00,,Not available,Design or engineer filtration systems that reduce harmful emissions.
320,17-2011.00,,Not available,Evaluate biofuel performance specifications to determine feasibility for aerospace applications.
321,13-1011.00,89,Core,"Collect fees, commissions, or other payments, according to contract terms."
322,13-1011.00,87,Core,"Send samples of clients' work and other promotional material to potential employers to obtain auditions, sponsorships, or endorsement deals."
323,13-1011.00,82,Core,Keep informed of industry trends and deals.
324,13-1011.00,75,Core,Conduct auditions or interviews to evaluate potential clients.
325,13-1011.00,75,Core,"Negotiate with managers, promoters, union officials, and other persons regarding clients' contractual rights and obligations."
326,13-1011.00,74,Core,"Confer with clients to develop strategies for their careers, and to explain actions taken on their behalf."
327,13-1011.00,72,Core,"Develop contacts with individuals and organizations, and apply effective strategies and techniques to ensure their clients' success."
328,13-1011.00,65,Core,Schedule promotional or performance engagements for clients.
329,13-1011.00,63,Core,Arrange meetings concerning issues involving their clients.
330,13-1011.00,63,Supplemental,"Manage business and financial affairs for clients, such as arranging travel and lodging, selling tickets, and directing marketing and advertising activities."
331,13-1011.00,61,Supplemental,"Hire trainers or coaches to advise clients on performance matters, such as training techniques or performance presentations."
332,13-1011.00,61,Supplemental,Prepare periodic accounting statements for clients.
333,13-1011.00,49,Supplemental,"Obtain information about or inspect performance facilities, equipment, and accommodations to ensure that they meet specifications."
334,13-1011.00,39,Supplemental,"Advise clients on financial and legal matters, such as investments and taxes."
335,17-2021.00,79,Core,"Prepare reports, sketches, working drawings, specifications, proposals, and budgets for proposed sites or systems."
336,17-2021.00,73,Core,"Discuss plans with clients, contractors, consultants, and other engineers so that they can be evaluated and necessary changes made."
337,17-2021.00,70,Core,"Meet with clients, such as district or regional councils, farmers, and developers, to discuss their needs."
338,17-2021.00,70,Core,"Provide advice on water quality and issues related to pollution management, river control, and ground and surface water resources."
339,17-2021.00,66,Core,"Plan and direct construction of rural electric-power distribution systems, and irrigation, drainage, and flood control systems for soil and water conservation."
340,17-2021.00,65,Core,"Design agricultural machinery components and equipment, using computer-aided design (CAD) technology."
