,Unnamed: 0,title,company,location,description,date_posted,link
78,78,Postdoctoral Researcher in Quantum-Engineered Precision Measurements of Simple Atoms and Molecules,University of Amsterdam,Netherlands,Are youa theorist looking for an opportunity to develop new theoretical and computational tools for quantum logic spectroscopy and work closely with experiments? The theory group of Arghavan Safavi,"Exeter, England",https://scholarshipdb.net/jobs-in-Netherlands/Postdoctoral-Researcher-In-Quantum-Engineered-Precision-Measurements-Of-Simple-Atoms-And-Molecules-University-Of-Amsterdam=u0Xkmi1k7RGUYQAlkGUTnw.html
79,79,PhD Positions at the IMPRS-QST,Max-Planck-Institut für Quantenoptik,Germany,The International Max Planck Research School for Quantum Science and Technology is opening new PhD positions in summer/fall 2023. The IMPRS is a joint program of the Max Planck Institute of Quantum,about 2 hours ago,https://scholarshipdb.net/scholarships-in-Germany/Ph-D-Positions-At-The-Imprs-Qst-Max-Planck-Institut-F-r-Quantenoptik=ER65YKRW7RGUYQAlkGUTnw.html
80,80,PhD Studentships - Research Masters and Taught Masters in Physics and Astronomy,University of Glasgow ;,United Kingdom,-equilibrium quantum fields and analogue models of gravity and cosmology Quantum measurements and quantum algorithms PhD & research Masters programs Email: phas-pgradmissions@glasgow.ac.uk More information and,1 day ago,https://scholarshipdb.net/scholarships-in-United-Kingdom/Ph-D-Studentships-Research-Masters-And-Taught-Masters-In-Physics-And-Astronomy-University-Of-Glasgow=SmtcS5Bf7RGUYQAlkGUTnw.html
81,81,Postdoctoral Fellows in Quantum Mathematics,University of Southern Denmark,Denmark,"The Centre for Quantum Mathematics (QM) at the Department of Mathematics and Computer Science , University of Southern Denmark (SDU) invites applications for a number of two-year positions as","Garching bei M nchen, Bayern",https://scholarshipdb.net/jobs-in-Denmark/Postdoctoral-Fellows-In-Quantum-Mathematics-University-Of-Southern-Denmark=nidVn6th7RGUYQAlkGUTnw.html
82,82,Associate or Assistant (tenure track) Professor,University of Geneva,Switzerland,The Faculty of Science of the University of G eneva is opening a position of Associate or Assistant (tenure track) Professor in the field of low - energy quantum many - body physics,about 2 hours ago,https://scholarshipdb.net/jobs-in-Switzerland/Associate-Or-Assistant-Tenure-Track-Professor-University-Of-Geneva=gAAaBw1c7RGUYQAlkGUTnw.html
83,83,Postdoctoral Research Fellow,University of Exeter ;,United Kingdom,"in the area of quantum computing and topological data analysis. The post is offered to work in the group of Dr. Oleksandr Kyriienko (Department of Physics, University of Exeter). A successful applicant","Glasgow, Scotland",https://scholarshipdb.net/jobs-in-United-Kingdom/Postdoctoral-Research-Fellow-University-Of-Exeter=vEUiBQpd7RGUYQAlkGUTnw.html
84,84,Postdoctoral Research Associate - Quantum Sensing of 2D Magnetic Materials,Oak Ridge National Laboratory,United States,solutions to compelling problems in energy and security. We are seeking a Postdoctoral Research Associate who will support the Quantum Heterostructures Group in the Materials Sciences and Technology Division,8 days ago,https://scholarshipdb.net/jobs-in-United-States/Postdoctoral-Research-Associate-Quantum-Sensing-Of-2-D-Magnetic-Materials-Oak-Ridge-National-Laboratory=bKlMKGtk7RGUYQAlkGUTnw.html
85,85,"Research Fellow, Theory Group",UNIVERSITY OF SOUTHAMPTON,United Kingdom,". Relevant research interests of the CQIF group include quantum algorithms, quantum computing and simulation of quantum systems. You will have or be soon to complete a PhD* (or equivalent professional",about 3 hours ago,https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Fellow-Theory-Group-University-Of-Southampton=ryUB_lJb7RGUYQAlkGUTnw.html
93,93,Postdoctoral Appointee – Atomic-Scale Quantum Information Surface Science,Argonne,United States,A postdoctoral opening on the experimental development of optically-active spins for Quantum Information Science at surfaces is available in the Quantum and Energy Materials group (Center,"Lemont, Illinois",https://scholarshipdb.net/jobs-in-United-States/Postdoctoral-Appointee-Atomic-Scale-Quantum-Information-Surface-Science-Argonne=hHoAJwVm7RGUYQAlkGUTnw.html
94,94,Research Software Engineer / Quantum Cloud Engineer for the JUNIQ cloud platform,Forschungszentrum Jülich,Germany,"to the preparation of project reports Your Profile: A university degree (PhD or Master) in Computer Science, Research Software Engineering, (Quantum) Cloud Engineering or related fields Strong programming and modern",about 16 hours ago,https://scholarshipdb.net/jobs-in-Germany/Research-Software-Engineer-Quantum-Cloud-Engineer-For-The-Juniq-Cloud-Platform-Forschungszentrum-J-lich=RgJwgb5i7RGUYQAlkGUTnw.html
95,95,Postdoc in Cavity Quantum Optomechanics,Technical University of Denmark,Denmark,"the highly topical field of cavity quantum optomechanics with ultra-coherent mechanical oscillators, and in close collaboration with three PhD students establishing two different state-of-the-art setups. Our",about 17 hours ago,https://scholarshipdb.net/jobs-in-Denmark/Postdoc-In-Cavity-Quantum-Optomechanics-Technical-University-Of-Denmark=4M4M8jxk7RGUYQAlkGUTnw.html
96,96,Infrared spectroscopy to study the exotic properties of novel quantum materials.,City University of Hong Kong,Hong Kong,for future applications like quantum computing and energy storage. International students interested in a PhD in Hong-Kong are strongly encouraged to apply for the Hong Kong PhD Fellowship Scheme (HKPFS) with,2 days ago,https://scholarshipdb.net/jobs-in-Hong-Kong/Infrared-Spectroscopy-To-Study-The-Exotic-Properties-Of-Novel-Quantum-Materials-City-University-Of-Hong-Kong=spQ9ADta7RGUYQAlkGUTnw.html
97,97,PhD position: Density Functional Theory (DFT) for unusual electronic structures,University of Melbourne,Australia,"Computational Chemistry and Condensed Matter Physics and widely applied. The group are also co-developers for ORCA, a major quantum-chemistry package, which is free for academics. This PhD project will be based",16 days ago,https://scholarshipdb.net/scholarships-in-Australia/Ph-D-Position-Density-Functional-Theory-Dft-For-Unusual-Electronic-Structures-University-Of-Melbourne=mmId6gFi7RGUYQAlkGUTnw.html
98,98,"Assistant and Associate Professors in Quantum Circuits, Architectures and Technology",Delft University of Technology,Netherlands,"partners. You’ll also be teaching Bachelor and Master students in quantum and non-quantum computing and supervising Master and PhD students. In addition, you’ll play an active role in our faculty’s","Melbourne, Victoria",https://scholarshipdb.net/jobs-in-Netherlands/Assistant-And-Associate-Professors-In-Quantum-Circuits-Architectures-And-Technology-Delft-University-Of-Technology=Uz1NfRZg7RGUYQAlkGUTnw.html
99,99,Postdoctoral Research Associate -MilliKelvin Probes of Superconducting Materials & Devices,Oak Ridge National Laboratory,United States,solutions to compelling problems in energy and security. We are seeking a Postdoctoral Research Associate who will support the Quantum Heterostructures Group in the Materials Sciences and Technology Division,3 days ago,https://scholarshipdb.net/jobs-in-United-States/Postdoctoral-Research-Associate-Milli-Kelvin-Probes-Of-Superconducting-Materials-Devices-Oak-Ridge-National-Laboratory=b-Jl_Wpk7RGUYQAlkGUTnw.html
100,100,CSIRO Postdoctoral Fellowship in Quantum Battery Theories,CSIRO,Australia,Do you have a PhD (or will shortly satisfy the requirements of a PhD) in the area of physics? Do you want to advance your scientific knowledge & experience? Join CSIRO – Australia’s leading,8 days ago,https://scholarshipdb.net/jobs-in-Australia/Csiro-Postdoctoral-Fellowship-In-Quantum-Battery-Theories-Csiro=-XrgOR5R7RGUYQAlkGUTnw.html
101,101,Research Fellow (Silicon Quantum Computing),Nanyang Technological University,Singapore,"writing, and contribute in grant writing Job Requirements PhD in Physics (or related field) Past experience in silicon qubits (or related topics) will be advantageous A background in quantum information","Oak Ridge, Tennessee",https://scholarshipdb.net/jobs-in-Singapore/Research-Fellow-Silicon-Quantum-Computing-Nanyang-Technological-University=VALGv6Zl7RGUYQAlkGUTnw.html
102,102,PHD STUDENT POSITION (F*M),"Austrian Academy of Sciences, The Institute for Quantum Optics and Quantum Information Innsbruck (IQOQI-IBK)",Austria,"science institution, dedicates its work to theoretical and experimental basic research in the areas of quantum science. IQOQI is pleased to invite applications for a PhD Student Position (f*m) (part-time",about 16 hours ago,https://scholarshipdb.net/scholarships-in-Austria/Phd-Student-Position-F-M-Austrian-Academy-Of-Sciences-The-Institute-For-Quantum-Optics-And-Quantum-Information-Innsbruck-Iqoqi-Ibk=VaUUPFJZ7RGUYQAlkGUTnw.html
107,107,Postdoc positions in Experimental Quantum Engineering group,ETH Zurich,Switzerland,"100%, Zurich, fixed-term The Experimental Quantum Engineering (EQE) group seeks for one or two highly motivated postdoctoral researchers to start a project aiming for building a new architecture for",about 11 hours ago,https://scholarshipdb.net/jobs-in-Switzerland/Postdoc-Positions-In-Experimental-Quantum-Engineering-Group-Eth-Zurich=jVwSBgti7RGUYQAlkGUTnw.html
108,108,Tenure-Track or Tenured Faculty Position in Quantum Information…,Okinawa Institute of Science and Technology Graduate University (OIST),Japan,". Applications in the following fields are invited: 1. Quantum Information Science and Quantum Technology Particular emphases in quantum algorithms, and quantum error correction. 2. Applied Cryptography and Cyber",about 15 hours ago,https://scholarshipdb.net/jobs-in-Japan/Tenure-Track-Or-Tenured-Faculty-Position-In-Quantum-Information-Okinawa-Institute-Of-Science-And-Technology-Graduate-University-Oist=At-Dj9Rh7RGUYQAlkGUTnw.html
109,109,Project Manager,Delft University of Technology,Netherlands,"2,800 PhD candidates. Together we imagine, invent and create solutions using technology to ensure positive change on a global scale: Challenge. Change. Impact! Realizing the promise of a quantum computer",2 days ago,https://scholarshipdb.net/jobs-in-Netherlands/Project-Manager-Delft-University-Of-Technology=Yq0rlpZd7RGUYQAlkGUTnw.html
110,110,"PhD position ""Very high resolution photoelectron spectroscopy on size-selected deeply cold metal clusters""",University of Freiburg,Germany,", vibrational frequencies. Of additional interest is a search for finite size precursors of low temperature quantum effects like the Kondo effect or superconductivity. Please see the complete announcement","Freiburg im Breisgau, Baden W rttemberg",https://scholarshipdb.net/scholarships-in-Germany/Ph-D-Position-Very-High-Resolution-Photoelectron-Spectroscopy-On-Size-Selected-Deeply-Cold-Metal-Clusters-University-Of-Freiburg=xI54J_9j7RGUYQAlkGUTnw.html
111,111,Post-doctoral fellow in quantum information theory and open quantum systems (PA2022/3440),University of Lund,Sweden,"is conducted primarily in the fields of quantum many-body systems, which includes theoretical research in nuclear physics, nanometer physics, quantum information, atomic physics, and modeling",about 3 hours ago,https://scholarshipdb.net/jobs-in-Sweden/Post-Doctoral-Fellow-In-Quantum-Information-Theory-And-Open-Quantum-Systems-Pa2022-3440-University-Of-Lund=FnZN4v5f7RGUYQAlkGUTnw.html
112,112,Postdoctoral Research Fellow in Applied Quantum Computing,OsloMet,Norway,". The Department of Computer Science offers three bachelor’s degree programmes, a master’s degree programme, and is part of a cross-departmental PhD program. Academic staff at the department are pursuing research in",about 3 hours ago,https://scholarshipdb.net/jobs-in-Norway/Postdoctoral-Research-Fellow-In-Applied-Quantum-Computing-Oslo-Met=tru9OTlk7RGUYQAlkGUTnw.html
113,113,Nanofabrication Engineering Lead at NQCP,University of Copenhagen,Denmark,"Foundation Quantum Computer Programme - is establishing a talented and diverse international team to create a cutting-edge quantum programme in the heart of Copenhagen, Denmark. At the Niels Bohr Institute",about 22 hours ago,https://scholarshipdb.net/jobs-in-Denmark/Nanofabrication-Engineering-Lead-At-Nqcp-University-Of-Copenhagen=GMjTlSFg7RGUYQAlkGUTnw.html
114,114,PhD Stipend in Edge computing offloading for PQC communication channels,Aalborg University Copenhagen,Denmark,"At the Technical Faculty of IT and Design, Department of Electronic Systems, a PhD stipend in Edge computing offloading for PQC communication channels is available within the general study programme",27 minutes ago,https://scholarshipdb.net/scholarships-in-Denmark/Ph-D-Stipend-In-Edge-Computing-Offloading-For-Pqc-Communication-Channels-Aalborg-University-Copenhagen=vufMbxZg7RGUYQAlkGUTnw.html
115,115,Postdocs positions in “Hybrid Quantum Chemistry on Hybrid Quantum Computers”,University of Copenhagen,Denmark,should have a PhD in Quantum Information Science or Physics or Computer Science or Mathematics or Chemistry and documented prior experience with either quantum computing or quantum chemistry. Experience,8 days ago,https://scholarshipdb.net/jobs-in-Denmark/Postdocs-Positions-In-Hybrid-Quantum-Chemistry-On-Hybrid-Quantum-Computers-University-Of-Copenhagen=KB5j8PtQ7RGUYQAlkGUTnw.html
116,116,Max Planck Graduate Center for Quantum Materials Max Planck Graduate Center for Quantum Materials,Max Planck Institute for Solid State Research •,Germany,") participate in the Max Planck Graduate Center for Quantum Materials. All are world-leading institutions in their respective fields, and they operate highly attractive PhD programmes in cooperation with",29 minutes ago,https://scholarshipdb.net/scholarships-in-Germany/Max-Planck-Graduate-Center-For-Quantum-Materials-Max-Planck-Graduate-Center-For-Quantum-Materials-Max-Planck-Institute-For-Solid-State-Research=gynK361j7RGUYQAlkGUTnw.html
119,119,Research Fellow,The University of Southampton,United Kingdom,". Relevant research interests of the CQIF group include quantum algorithms, quantum computing and simulation of quantum systems. You will have or be soon to complete a PhD* (or equivalent professional","Southampton, England",https://scholarshipdb.net/jobs-in-United-Kingdom/Research-Fellow-The-University-Of-Southampton=U_SGueNZ7RGUYQAlkGUTnw.html
